0.	3.
0.01	3.03015
0.02	3.0606
0.03	3.09135
0.04	3.12241
0.05	3.15377
0.06	3.18544
0.07	3.21741
0.08	3.24969
0.09	3.28227
0.1	3.31517
0.11	3.34838
0.12	3.3819
0.13	3.41573
0.14	3.44987
0.15	3.48433
0.16	3.51911
0.17	3.5542
0.18	3.58962
0.19	3.62535
0.2	3.6614
0.21	3.69778
0.22	3.73448
0.23	3.7715
0.24	3.80885
0.25	3.84653
0.26	3.88453
0.27	3.92286
0.28	3.96153
0.29	4.00053
0.3	4.03986
0.31	4.07953
0.32	4.11953
0.33	4.15987
0.34	4.20055
0.35	4.24157
0.36	4.28293
0.37	4.32463
0.38	4.36668
0.39	4.40908
0.4	4.45182
0.41	4.49492
0.42	4.53836
0.43	4.58216
0.44	4.62631
0.45	4.67081
0.46	4.71567
0.47	4.76089
0.48	4.80647
0.49	4.85242
0.5	4.89872
0.51	4.94539
0.52	4.99243
0.53	5.03983
0.54	5.08761
0.55	5.13575
0.56	5.18427
0.57	5.23317
0.58	5.28244
0.59	5.33209
0.6	5.38212
0.61	5.43253
0.62	5.48333
0.63	5.53451
0.64	5.58608
0.65	5.63804
0.66	5.69039
0.67	5.74314
0.68	5.79628
0.69	5.84982
0.7	5.90375
0.71	5.95809
0.72	6.01283
0.73	6.06798
0.74	6.12354
0.75	6.1795
0.76	6.23588
0.77	6.29267
0.78	6.34987
0.79	6.4075
0.8	6.46554
0.81	6.52401
0.82	6.5829
0.83	6.64222
0.84	6.70197
0.85	6.76215
0.86	6.82276
0.87	6.88381
0.88	6.9453
0.89	7.00723
0.9	7.0696
0.91	7.13242
0.92	7.19569
0.93	7.25941
0.94	7.32358
0.95	7.38821
0.96	7.4533
0.97	7.51884
0.98	7.58486
0.99	7.65133
1.	7.71828


